time,lat,lng,x_g,y_g,z_g
79869,33.099323,-96.092391,0.06,0.08,0.95
80538,33.099323,-96.092391,0.03,0.06,1.02
81089,33.099323,-96.092391,-0.00,0.05,1.00
81712,33.099323,-96.092391,0.02,0.05,1.04
82379,33.099323,-96.092391,0.05,0.00,0.98
82930,33.099323,-96.092391,0.06,-0.06,0.96
83598,33.099323,-96.092391,0.06,-0.07,1.00
84148,33.099323,-96.092391,0.07,-0.07,0.96
84726,33.099323,-96.092391,0.01,-0.05,1.03
85395,33.099323,-96.092391,0.05,-0.08,0.96
85946,33.099323,-96.092391,0.04,-0.10,0.97
86614,33.099323,-96.092391,0.07,-0.12,0.97
87188,33.099323,-96.092391,0.09,-0.12,0.93
87739,33.099323,-96.092391,0.04,-0.10,0.99
88408,33.099323,-96.092391,-0.04,-0.10,1.04
88958,33.099323,-96.092391,0.00,-0.04,0.96
89649,33.099323,-96.092391,-0.03,-0.08,1.00
90317,33.099323,-96.092391,-0.01,-0.06,0.94
90868,33.099323,-96.092391,-0.07,-0.04,0.92
91537,33.099323,-96.092391,-0.13,-0.07,0.97
92089,33.099323,-96.092391,-0.07,-0.06,0.98
92730,33.099323,-96.092391,-0.10,-0.04,0.97
93399,33.099323,-96.092391,-0.09,-0.05,0.98
93949,33.099323,-96.092391,-0.05,-0.04,1.04
94618,33.099323,-96.092391,-0.05,0.03,0.97
95273,33.099323,-96.092391,-0.06,0.05,0.92
95824,33.099323,-96.092391,-0.02,0.03,0.97
96492,33.099323,-96.092391,-0.01,0.03,0.93
97043,33.099323,-96.092391,0.01,0.00,0.97
97715,33.099323,-96.092391,-0.01,-0.01,0.96
98383,33.099323,-96.092391,-0.01,-0.03,0.98
98935,33.099323,-96.092391,-0.03,-0.06,0.97
99604,33.099323,-96.092391,-0.05,-0.06,0.96
100170,33.099323,-96.092391,-0.11,-0.10,0.96
100726,33.099323,-96.092391,-0.20,-0.14,1.00
101396,33.099323,-96.092391,-0.23,-0.12,0.96
101947,33.099323,-96.092391,-0.18,-0.18,0.97
102640,33.099323,-96.092391,-0.21,-0.09,0.98
103310,33.099323,-96.092391,-0.19,-0.22,0.87
103862,33.099323,-96.092391,-0.17,-0.23,0.95
104530,33.099323,-96.092391,-0.31,-0.25,0.94
105082,33.099323,-96.092391,-0.34,-0.26,0.84
105715,33.099323,-96.092391,-0.42,-0.17,0.92
106385,33.099323,-96.092391,-0.43,-0.22,0.89
106936,33.099323,-96.092391,-0.15,-0.26,0.86
107606,33.099323,-96.092391,0.17,-0.16,0.60
108171,33.099323,-96.092391,0.28,-0.21,0.91
108733,33.099323,-96.092391,0.25,-0.26,0.95
109404,33.099323,-96.092391,0.07,-0.18,1.04
109955,33.099323,-96.092391,0.17,-0.08,1.05
110648,33.099323,-96.092391,0.09,-0.05,0.99
111315,33.099323,-96.092391,0.02,-0.08,0.91
111866,33.099323,-96.092391,-0.04,0.07,1.00
112535,33.099323,-96.092391,-0.09,0.04,0.97
113087,33.099323,-96.092391,-0.16,0.15,0.96
113717,33.099323,-96.092391,-0.34,0.06,0.98
114386,33.099323,-96.092391,-0.37,-0.08,1.06
114937,33.099323,-96.092391,-0.73,-0.07,1.09
115607,33.099323,-96.092391,-0.57,-0.12,0.90
116248,33.099323,-96.092391,-0.52,-0.15,0.83
116799,33.099323,-96.092391,-0.25,-0.15,1.00
117468,33.099323,-96.092391,-0.06,-0.14,0.98
118019,33.099323,-96.092391,-0.08,-0.17,1.07
118711,33.099323,-96.092391,-0.16,-0.17,0.97
119380,33.099323,-96.092391,-0.02,-0.16,0.99
119933,33.099323,-96.092391,0.09,-0.15,0.97
120603,33.099323,-96.092391,-0.50,-0.04,0.81
121216,33.099323,-96.092391,-0.58,-0.09,0.81
121767,33.099323,-96.092391,-0.18,0.06,0.92
122436,33.099323,-96.092391,0.11,-0.12,0.96
122988,33.099323,-96.092391,0.18,-0.13,0.94
123680,33.099323,-96.092391,0.06,-0.09,1.01
124350,33.099323,-96.092391,0.02,-0.07,0.94
124901,33.099323,-96.092391,0.04,-0.08,0.96
125571,33.099323,-96.092391,0.18,-0.06,0.98
126121,33.099323,-96.092391,0.17,-0.02,0.97
126713,33.099323,-96.092391,0.07,0.15,1.03
127381,33.099323,-96.092391,-0.17,0.17,1.00
127932,33.099323,-96.092391,-0.30,0.20,1.05
128602,33.099323,-96.092391,-0.40,0.13,0.94
129231,33.099323,-96.092391,-0.45,0.09,0.90
129782,33.099323,-96.092391,-0.43,0.07,0.92
130451,33.099323,-96.092391,-0.49,-0.03,0.84
131003,33.099323,-96.092391,-0.51,-0.00,0.90
131694,33.099323,-96.092391,-0.26,-0.10,0.91
132364,33.099323,-96.092391,-0.08,-0.15,0.94
132915,33.099323,-96.092391,-0.03,-0.17,0.97
133596,33.099323,-96.092391,-0.06,-0.15,1.04
134262,33.099323,-96.092391,-0.02,-0.16,0.93
134813,33.099323,-96.092391,0.02,-0.07,0.96
135481,33.099323,-96.092391,0.13,0.05,1.00
136033,33.099323,-96.092391,0.17,0.09,0.99
136690,33.099323,-96.092391,0.10,0.06,0.98
137358,33.099323,-96.092391,-0.06,-0.04,0.94
137909,33.099323,-96.092391,-0.28,-0.04,0.95
138577,33.099323,-96.092391,-0.35,-0.04,0.96
139129,33.099323,-96.092391,-0.39,-0.11,0.92
139707,33.099323,-96.092391,-0.39,-0.11,0.98
140377,33.099323,-96.092391,-0.19,-0.12,0.96
140930,33.099323,-96.092391,-0.06,-0.09,0.98
141599,33.099323,-96.092391,0.00,-0.07,0.96
142202,33.099323,-96.092391,0.01,0.03,1.05
142753,33.099323,-96.092391,-0.04,0.03,0.97
143422,33.099323,-96.092391,-0.20,-0.05,0.97
143974,33.099323,-96.092391,-0.34,-0.03,0.93
144666,33.099323,-96.092391,-0.35,-0.05,0.74
145336,33.099323,-96.092391,-0.49,-0.11,0.94
145887,33.099323,-96.092391,-0.43,-0.05,0.84
146555,33.099323,-96.092391,-0.35,-0.06,0.93
147106,33.099323,-96.092391,-0.24,-0.05,0.99
147714,33.099323,-96.092391,-0.18,-0.04,0.99
148383,33.099323,-96.092391,-0.10,-0.04,0.92
148934,33.099323,-96.092391,-0.05,-0.00,0.93
149617,33.099323,-96.092391,-0.09,-0.00,1.00
150287,33.099323,-96.092391,-0.19,0.05,0.92
150839,33.099323,-96.092391,-0.22,0.07,0.93
151507,33.099323,-96.092391,-0.32,0.07,0.93
152059,33.099323,-96.092391,-0.39,0.04,0.94
152707,33.099323,-96.092391,-0.35,0.07,0.96
153376,33.099323,-96.092391,-0.34,0.08,0.92
153927,33.099323,-96.092391,-0.17,0.19,0.98
154632,33.099323,-96.092391,-0.42,0.04,0.92
155301,33.099323,-96.092391,-0.11,-0.08,1.01
155852,33.099323,-96.092391,-0.19,-0.12,0.78
156521,33.099323,-96.092391,-0.25,-0.11,1.02
157073,33.099323,-96.092391,-0.15,-0.07,0.90
157692,33.099323,-96.092391,-0.10,-0.01,0.98
158362,33.099323,-96.092391,-0.13,-0.01,0.97
158913,33.099323,-96.092391,-0.10,-0.08,0.96
159583,33.099323,-96.092391,-0.12,-0.08,0.94
160135,33.099323,-96.092391,-0.12,-0.09,0.95
160702,33.099323,-96.092391,-0.12,-0.14,0.95
161385,33.099323,-96.092391,-0.12,-0.15,0.96
161936,33.099323,-96.092391,-0.14,-0.16,0.93
162628,33.099323,-96.092391,-0.12,-0.16,0.95
163298,33.099323,-96.092391,-0.14,-0.14,0.94
163850,33.099323,-96.092391,-0.13,-0.17,0.93
164518,33.099323,-96.092391,-0.12,-0.14,0.99
165069,33.099323,-96.092391,-0.12,-0.12,0.91
